Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University,"Rank (Full, Associate, Assistant, Other)",UniversityID,
"Klappholz, David",Klappholz,David,NA,NaN,NaN,NaN,18,Stevens Institute of Technology  ,Associate,76,
"Mordohai, Philippos",Mordohai,Philippos,https://scholar.google.com/citations?user=540aJY8AAAAJ&hl=en&oi=ao,2391,20,28,66,Stevens Institute of Technology  ,Associate,76,
"Nicolosi, Antonio",Nicolosi,Antonio,https://scholar.google.com/citations?user=rr1cfRkAAAAJ&hl=en&oi=ao,616,13,14,19,Stevens Institute of Technology  ,Associate,76,
"Perez-Cruz, Fernando",Perez-Cruz,Fernando,https://scholar.google.com/citations?user=8FfrHw0AAAAJ&hl=en,2006,25,45,56,Stevens Institute of Technology  ,Associate,76,
"Triandopoulos, Nikos",Triandopoulos,Nikos,https://scholar.google.com/citations?user=9GbyT1oAAAAJ&hl=en,1798,21,28,73,Stevens Institute of Technology  ,Associate,76,
"Wang, Wendy",Wang,Wendy,https://scholar.google.com/citations?user=3pXvHPUAAAAJ&hl=en,841,15,19,26,Stevens Institute of Technology  ,Associate,76,
"Wetzel, Susanne",Wetzel,Susanne,https://scholar.google.com/citations?user=9FXvkVEAAAAJ&hl=en,2546,22,33,61,Stevens Institute of Technology  ,Associate,76,
"Kleinberg, Samantha",Kleinberg,Samantha,NA,NaN,NaN,NaN,4,Stevens Institute of Technology  ,Assistant,76,
"Portokalidis, Georgios",Portokalidis,Georgios,https://scholar.google.com/citations?user=pGz5U34AAAAJ&hl=en&oi=ao,1407,16,22,26,Stevens Institute of Technology  ,Assistant,76,
Leo Bachmair,Bachmair,Leo,https://scholar.google.com/citations?user=UgKiJTsAAAAJ&hl=zh-CN&oi=ao,4329,32,47,140,Stony Brook University - SUNY  ,Full,77,
Michael Bender,Bender,Michael,https://scholar.google.com/citations?user=B1_1mR8AAAAJ&hl=zh-CN&oi=ao,4847,37,76,109,Stony Brook University - SUNY  ,Full,77,
Barbara Chapman,Chapman,Barbara,https://scholar.google.com/citations?user=2ZHGNCUAAAAJ&hl=zh-CN&oi=ao,6084,28,71,90,Stony Brook University - SUNY  ,Full,77,
Samir R. Das,Das,Samir R.,https://scholar.google.com/citations?user=frOtmtAAAAAJ&hl=en&oi=ao,39933,53,101,488,Stony Brook University - SUNY  ,Full,77,
Arie E. Kaufman,Kaufman,Arie E.,https://scholar.google.com/citations?user=fDdcWBEAAAAJ&hl=en&oi=sra,16929,72,234,248,Stony Brook University - SUNY  ,Full,77,
Robert F. Kelly,Kelly,Robert F.,NA,NaN,NaN,NaN,NaN,Stony Brook University - SUNY  ,Full,77,
Michael Kifer,Kifer,Michael,https://scholar.google.com/citations?user=HIOYWhYAAAAJ&hl=zh-CN&oi=ao,11022,49,99,217,Stony Brook University - SUNY  ,Full,77,
Y. Annie Liu,Liu,Y. Annie,NA,NaN,NaN,NaN,NaN,Stony Brook University - SUNY  ,Full,77,
Klaus Mueller,Mueller,Klaus,https://scholar.google.com/citations?user=l6H5h1QAAAAJ&hl=zh-CN&oi=ao,7108,43,118,135,Stony Brook University - SUNY  ,Full,77,
Hong Qin,Qin,Hong,https://scholar.google.com/citations?user=NOcejj8AAAAJ&hl=zh-CN&oi=ao,5092,39,126,102,Stony Brook University - SUNY  ,Full,77,
C.R. Ramakrishnan,Ramakrishnan,C.R.,https://scholar.google.com/citations?user=YGDOoXAAAAAJ&hl=zh-CN&oi=ao,2965,29,63,81,Stony Brook University - SUNY  ,Full,77,
I.V. Ramakrishnan,Ramakrishnan,I.V.,NA,NaN,NaN,NaN,79,Stony Brook University - SUNY  ,Full,77,
R. Sekar,Sekar,R.,https://scholar.google.com/citations?user=FBIbhGoAAAAJ&hl=zh-CN&oi=ao,6453,41,60,160,Stony Brook University - SUNY  ,Full,77,
Scott Smolka,Smolka,Scott,https://scholar.google.com/citations?user=4q-QenMAAAAJ&hl=en&oi=ao,7784,45,109,171,Stony Brook University - SUNY  ,Full,77,
Eugene Stark,Stark,Eugene,NA,NaN,NaN,NaN,56,Stony Brook University - SUNY  ,Full,77,
Scott Stoller,Stoller,Scott,https://scholar.google.com/citations?user=9HNdszIAAAAJ&hl=zh-CN&oi=ao,3432,35,72,91,Stony Brook University - SUNY  ,Full,77,
Allen Tannenbaum,Tannenbaum,Allen,https://scholar.google.com/citations?user=w0Vl_lsAAAAJ&hl=zh-CN&oi=ao,22053,64,256,398,Stony Brook University - SUNY  ,Full,77,
Erez Zadok,Zadok,Erez,https://scholar.google.com/citations?user=ZG4V_jYAAAAJ&hl=zh-CN&oi=ao,4890,36,75,90,Stony Brook University - SUNY  ,Full,77,
Jie Gao,Gao,Jie,https://scholar.google.com/citations?user=P1CMmgEAAAAJ&hl=zh-CN&oi=ao,5389,33,59,170,Stony Brook University - SUNY  ,Associate,77,
Xianfeng Gu,Gu,Xianfeng,https://scholar.google.com/citations?user=Y063_CIAAAAJ&hl=zh-CN&oi=ao,9101,43,141,123,Stony Brook University - SUNY  ,Associate,77,
Himanshu Gupta,Gupta,Himanshu,https://scholar.google.com/citations?user=gMaqs9cAAAAJ&hl=zh-CN&oi=ao,5258,29,40,162,Stony Brook University - SUNY  ,Associate,77,
Dimitris Samaras,Samaras,Dimitris,https://scholar.google.com/citations?user=BxbKTYkAAAAJ&hl=zh-CN&oi=ao,3671,33,61,103,Stony Brook University - SUNY  ,Associate,77,
Radu Sion,Sion,Radu,NA,NaN,NaN,NaN,81,Stony Brook University - SUNY  ,Associate,77,
Anita Wasilewska,Wasilewska,Anita,NA,NaN,NaN,NaN,11,Stony Brook University - SUNY  ,Associate,77,
Aruna Balasubramanian,Balasubramanian,Aruna,https://scholar.google.com/citations?user=qtfHsnoAAAAJ&hl=en&oi=ao,4860,15,20,65,Stony Brook University - SUNY  ,Assistant,77,
Xiaojun Bi,Bi,Xiaojun,https://scholar.google.com/citations?user=V9VBMa8AAAAJ&hl=zh-CN&oi=ao,722,14,19,25,Stony Brook University - SUNY  ,Assistant,77,
Jing Chen,Chen,Jing,https://scholar.google.com/citations?user=usw1MV0AAAAJ&hl=zh-CN,349,10,10,12,Stony Brook University - SUNY  ,Assistant,77,
Rezaul Chowdhury,Chowdhury,Rezaul,https://scholar.google.com/citations?user=5nmElSoAAAAJ&hl=zh-CN&oi=ao,936,15,18,23,Stony Brook University - SUNY  ,Assistant,77,
Michael Ferdman,Ferdman,Michael,https://scholar.google.com/citations?user=u9J1aE4AAAAJ&hl=zh-CN&oi=ao,1861,15,22,26,Stony Brook University - SUNY  ,Assistant,77,
Anshul Gandhi,Gandhi,Anshul,https://scholar.google.com/citations?user=XNSodwIAAAAJ&hl=zh-CN&oi=ao,1227,13,17,46,Stony Brook University - SUNY  ,Assistant,77,
Nima Honarmand,Honarmand,Nima,https://scholar.google.com/citations?user=Zg6T9tgAAAAJ&hl=en&oi=ao,288,8,6,7,Stony Brook University - SUNY  ,Assistant,77,
Long Lu,Lu,Long,https://scholar.google.com/citations?user=5whzpxEAAAAJ&hl=zh-CN&oi=ao,775,8,8,4,Stony Brook University - SUNY  ,Assistant,77,
Minh Hoai Nguyen,Nguyen,Minh Hoai,https://scholar.google.com/citations?user=hRV0tY4AAAAJ&hl=en&oi=ao,1248,18,22,35,Stony Brook University - SUNY  ,Assistant,77,
Nick Nikiforakis,Nikiforakis,Nick,https://scholar.google.com/citations?user=VgrmjeYAAAAJ&hl=en&oi=ao,964,14,24,26,Stony Brook University - SUNY  ,Assistant,77,
Francesco Orabona,Orabona,Francesco,https://scholar.google.com/citations?user=g1ha-iYAAAAJ&hl=zh-CN&oi=ao,1385,23,38,45,Stony Brook University - SUNY  ,Assistant,77,
Omkant Pandey,Pandey,Omkant,https://scholar.google.com/citations?user=Av4MFGAAAAAJ&hl=zh-CN&oi=ao,3817,15,21,21,Stony Brook University - SUNY  ,Assistant,77,
Robert Patro,Patro,Robert,NA,NaN,NaN,NaN,0,Stony Brook University - SUNY  ,Assistant,77,
Michalis Polychronakis,Polychronakis,Michalis,https://scholar.google.com/citations?user=JBPcwIEAAAAJ&hl=en&oi=ao,2582,26,51,94,Stony Brook University - SUNY  ,Assistant,77,
Andrew Schwartz,Schwartz,Andrew,https://scholar.google.com/citations?user=Na16PsUAAAAJ&hl=en&oi=ao,658,11,12,13,Stony Brook University - SUNY  ,Assistant,77,
Roy Shilkrot,Shilkrot,Roy,https://scholar.google.com/citations?user=WXV9HW4AAAAJ&hl=zh-CN&oi=ao,212,9,9,9,Stony Brook University - SUNY  ,Assistant,77,
Fusheng Wang,Wang,Fusheng,https://scholar.google.com/citations?user=VB6tZFEAAAAJ&hl=zh-CN&oi=ao,2604,22,46,50,Stony Brook University - SUNY  ,Assistant,77,
Dani Yogatama,Yogatama,Dani,https://scholar.google.com/citations?user=IBlMTLwAAAAJ&hl=zh-CN&oi=ao,765,11,11,12,Stony Brook University - SUNY  ,Assistant,77,
"Chen, Biao",Chen,Biao,https://scholar.google.com/citations?user=653GqXUAAAAJ&hl=en&oi=ao,5352,30,60,112,Syracuse University  ,Full,78,
"Chin, Shiu-Kai",Chin,Shiu-Kai,NA,NaN,NaN,NaN,8,Syracuse University  ,Full,78,
Teresa A. Dahlberg,Dahlberg,Teresa A,NA,NaN,NaN,NaN,30,Syracuse University  ,Full,78,
"Du, Wenliang",Du,Wenliang,https://scholar.google.com/citations?user=1aMkcasAAAAJ&hl=en&oi=ao,11228,42,72,300,Syracuse University  ,Full,78,
"Fawcett, Jim",Fawcett,Jim,NA,NaN,NaN,NaN,0,Syracuse University  ,Full,78,
"Isik, Can",Isik,Can,NA,NaN,NaN,NaN,12,Syracuse University  ,Full,78,
"Mehrotra, Kishan",Mehrotra,Kishan,NA,NaN,NaN,NaN,53,Syracuse University  ,Full,78,
"Mohan, Chilukuri",Mohan,Chilukuri,https://scholar.google.com/citations?user=41m5j04AAAAJ&hl=en&oi=ao,4946,28,59,89,Syracuse University  ,Full,78,
"Phoha, Vir V.",Phoha,Vir V.,NA,NaN,NaN,NaN,37,Syracuse University  ,Full,78,
"Qiu, Qinru",Qiu,Qinru,https://scholar.google.com/citations?user=DWv0xG0AAAAJ&hl=en&oi=ao,1860,21,37,57,Syracuse University  ,Full,78,
"Royer, James S.",Royer,James S.,NA,NaN,NaN,NaN,16,Syracuse University  ,Full,78,
"Varshney, Pramod K.",Varshney,Pramod K.,https://scholar.google.com/citations?user=PLvsUUcAAAAJ&hl=en&oi=ao,22141,64,255,333,Syracuse University  ,Full,78,
"Blair, Howard",Blair,Howard,NA,NaN,NaN,NaN,39,Syracuse University  ,Associate,78,
"Chapin, Steve",Chapin,Steve,NA,NaN,NaN,NaN,47,Syracuse University  ,Associate,78,
"Gursoy, Mustafa Cenk",Gursoy,Mustafa Cenk,https://scholar.google.com/citations?user=qBxl76YAAAAJ&hl=en&oi=sra,1291,20,34,31,Syracuse University  ,Associate,78,
"Liang, Yingbin",Liang,Yingbin,https://scholar.google.com/citations?user=lGgLAiIAAAAJ&hl=en&oi=ao,4090,24,44,131,Syracuse University  ,Associate,78,
"Oh, Jae C.",Oh,Jae C.,NA,NaN,NaN,NaN,NaN,Syracuse University  ,Associate,78,
"Older, Susan",Older,Susan,NA,NaN,NaN,NaN,0,Syracuse University  ,Associate,78,
"Tang, Jian",Tang,Jian,https://scholar.google.com/citations?user=IirM9zMAAAAJ&hl=en&oi=ao,3699,28,50,119,Syracuse University  ,Associate,78,
"Velipasalar, Senem",Velipasalar,Senem,https://scholar.google.com/citations?user=HEAE9XsAAAAJ&hl=en&oi=ao,973,18,30,28,Syracuse University  ,Associate,78,
"Yu, Edmund S",Yu,Edmund S,https://scholar.google.com/citations?user=0uelS_AAAAAJ&hl=en&oi=sra,2537,15,18,23,Syracuse University  ,Associate,78,
"Jung, Mina",Jung,Mina,NA,NaN,NaN,NaN,NaN,Syracuse University  ,Assistant,78,
"Lee, Andrew C.",Lee,Andrew C.,NA,NaN,NaN,NaN,NaN,Syracuse University  ,Assistant,78,
"Soundarajan, Sucheta",Soundarajan,Sucheta,https://scholar.google.com/citations?user=Li0F9VAAAAAJ&hl=en&oi=ao,107,6,3,2,Syracuse University  ,Assistant,78,
"Tang, Yuzhe",Tang,Yuzhe,NA,NaN,NaN,NaN,0,Syracuse University  ,Assistant,78,
"Zafarani, Reza",Zafarani,Reza,NA,NaN,NaN,NaN,20,Syracuse University  ,Assistant,78,
"Beigel, Richard",Beigel,Richard,NA,NaN,NaN,NaN,115,Temple University  ,Full,79,
"He, Xubin",He,Xubin,https://scholar.google.com/citations?user=ZtrIYqUAAAAJ&hl=en,1151,20,40,30,Temple University  ,Full,79,
"Kant, Krishna",Kant,Krishna,https://scholar.google.com/citations?user=sME_06YAAAAJ&hl=en,2616,25,50,72,Temple University  ,Full,79,
"Korsh, Jim",Korsh,Jim,NA,NaN,NaN,NaN,22,Temple University  ,Full,79,
"Kumar, Sudhir",Kumar,Sudhir,https://scholar.google.com/citations?user=G5zYeD8AAAAJ&hl=en,114941,62,112,1758,Temple University  ,Full,79,
"Kwatny, Gene",Kwatny,Gene,NA,NaN,NaN,NaN,0,Temple University  ,Full,79,
"Latecki, Longin Jan",Latecki,Longin Jan,https://scholar.google.com/citations?user=6sQtqo8AAAAJ&hl=en,6853,41,111,113,Temple University  ,Full,79,
"Nosek, John",Nosek,John,NA,NaN,NaN,NaN,44,Temple University  ,Full,79,
"Obradovic, Zoran",Obradovic,Zoran,https://scholar.google.com/citations?user=iuNSO00AAAAJ&hl=en,17221,50,114,483,Temple University  ,Full,79,
"Wu, Jie",Wu,Jie,https://scholar.google.com/citations?user=BVlfmXMAAAAJ&hl=en,25198,77,339,370,Temple University  ,Full,79,
"Du, James",Du,James,https://scholar.google.com/citations?user=9K9BlyYAAAAJ&hl=en&oi=ao,2823,26,53,72,Temple University  ,Associate,79,
"LaFollette, Paul",LaFollette,Paul,NA,NaN,NaN,NaN,12,Temple University  ,Associate,79,
"Ling, Haibin",Ling,Haibin,https://scholar.google.com/citations?user=jWx3qtIAAAAJ&hl=en,7168,38,73,156,Temple University  ,Associate,79,
"Payton, Jamie",Payton,Jamie,https://scholar.google.com/citations?user=dIbeva0AAAAJ&hl=en,499,13,17,14,Temple University  ,Associate,79,
"Shi, Justin",Shi,Justin,https://scholar.google.com/citations?user=OdRJuxYAAAAJ&hl=en,645,13,18,19,Temple University  ,Associate,79,
"Souvenir, Richard",Souvenir,Richard,https://scholar.google.com/citations?user=1sMNiJIAAAAJ&hl=en,600,12,13,19,Temple University  ,Associate,79,
"Vucetic, Slobodan",Vucetic,Slobodan,https://scholar.google.com/citations?user=eG-C3JIAAAAJ&hl=en,4625,27,49,207,Temple University  ,Associate,79,
"Dragut, Eduard",Dragut,Eduard,https://scholar.google.com/citations?user=bEpmUQ0AAAAJ&hl=en,364,9,9,9,Temple University  ,Assistant,79,
"Ji, Bo",Ji,Bo,https://scholar.google.com/citations?user=9ILgtvAAAAAJ&hl=en,148,6,3,3,Temple University  ,Assistant,79,
"Tan, Chiu Chiang",Tan,Chiu Chiang,https://scholar.google.com/citations?user=pAnXSFAAAAAJ&hl=en&oi=sra,1980,25,37,83,Temple University  ,Assistant,79,
"Wang, Anduo",Wang,Anduo,https://scholar.google.com/citations?user=G0TbvLAAAAAJ&hl=en,185,6,6,4,Temple University  ,Assistant,79,
"Zeng, Qiang",Zeng,Qiang,NA,NaN,NaN,NaN,NaN,Temple University  ,Assistant,79,
Nancy M. Amato,Amato,Nancy M.,https://scholar.google.com/citations?user=AmaB9c4AAAAJ&hl=en&oi=ao,7549,47,134,137,Texas A&M University - College Station  ,Full,80,
Riccardo Bettati,Bettati,Riccardo,https://scholar.google.com/citations?user=LiAGLcwAAAAJ&hl=en&oi=ao,2710,29,52,77,Texas A&M University - College Station  ,Full,80,
Jianer Chen,Chen,Jianer,https://scholar.google.com/citations?user=0zVOVQ0AAAAJ&hl=en&oi=ao,6416,43,126,116,Texas A&M University - College Station  ,Full,80,
Tim Davis,Davis,Tim,https://scholar.google.com/citations?user=gNMqz_4AAAAJ&hl=en,8482,23,33,238,Texas A&M University - College Station  ,Full,80,
Richard Furuta,Furuta,Richard,https://scholar.google.com/citations?user=vygtLDcAAAAJ&hl=en&oi=ao,5567,33,70,110,Texas A&M University - College Station  ,Full,80,
Ricardo Gutierrez-Osuna,Gutierrez-Osuna,Ricardo,https://scholar.google.com/citations?user=UnuQfEwAAAAJ&hl=en&oi=ao,4578,26,61,102,Texas A&M University - College Station  ,Full,80,
Tracy Anne Hammond,Hammond,Tracy Anne,https://scholar.google.com/citations?user=wlp2c0IAAAAJ&hl=en&oi=sra,1780,19,33,36,Texas A&M University - College Station  ,Full,80,
Daniel A. Jimenez,Jimenez,Daniel A.,https://scholar.google.com/citations?user=kajXr5oAAAAJ&hl=en&oi=ao,1850,20,35,53,Texas A&M University - College Station  ,Full,80,
Andruid Kerne,Kerne,Andruid,https://scholar.google.com/citations?user=TD6dCG0AAAAJ&hl=en&oi=ao,1272,22,44,38,Texas A&M University - College Station  ,Full,80,
John Keyser,Keyser,John,https://scholar.google.com/citations?user=K4o-D-cAAAAJ&hl=en&oi=ao,2487,24,42,58,Texas A&M University - College Station  ,Full,80,
Andreas Klappenecker,Klappenecker,Andreas,https://scholar.google.com/citations?user=QKzwvNgAAAAJ&hl=en&oi=ao,1793,22,40,42,Texas A&M University - College Station  ,Full,80,
Jyh-Charn (Steve) Liu,Liu,Jyh-Charn (Steve),https://scholar.google.com/citations?user=DI23xwMAAAAJ&hl=en&oi=ao,17881,38,595,72,Texas A&M University - College Station  ,Full,80,
Dmitri Loguinov,Loguinov,Dmitri,https://scholar.google.com/citations?user=JSidYKQAAAAJ&hl=en&oi=ao,3379,35,59,94,Texas A&M University - College Station  ,Full,80,
J. Michael Moore,Moore,J. Michael,https://scholar.google.com/citations?user=gValByUAAAAJ&hl=en&oi=ao,922,16,27,26,Texas A&M University - College Station  ,Full,80,
Robin Murphy,Murphy,Robin,https://scholar.google.com/citations?user=SIcRijoAAAAJ&hl=en&oi=ao,9744,46,135,181,Texas A&M University - College Station  ,Full,80,
Lawrence Rauchwerger,Rauchwerger,Lawrence,https://scholar.google.com/citations?user=ronge0AAAAAJ&hl=en&oi=ao,3699,30,63,95,Texas A&M University - College Station  ,Full,80,
Scott Schaefer,Schaefer,Scott,https://scholar.google.com/citations?user=tIgxLTUAAAAJ&hl=en&oi=ao,3495,28,46,71,Texas A&M University - College Station  ,Full,80,
Frank M. Shipman,Shipman,Frank M.,https://scholar.google.com/citations?user=w0hg2MoAAAAJ&hl=en&oi=sra,5770,42,101,148,Texas A&M University - College Station  ,Full,80,
Dilma Da Silva,Silva,Dilma Da,https://scholar.google.com/citations?user=b32YyLIAAAAJ&hl=en&oi=ao,3446,29,59,60,Texas A&M University - College Station  ,Full,80,
Dezhen Song,Song,Dezhen,https://scholar.google.com/citations?user=jdSlREMAAAAJ&hl=en&oi=ao,1385,18,43,36,Texas A&M University - College Station  ,Full,80,
Valerie E. Taylor,Taylor,Valerie E.,https://scholar.google.com/citations?user=UUWrt60AAAAJ&hl=en&oi=sra,3126,25,59,53,Texas A&M University - College Station  ,Full,80,
Jennifer L. Welch,Welch,Jennifer L.,https://scholar.google.com/citations?user=_BSIZHAAAAAJ&hl=en&oi=ao,5194,30,68,140,Texas A&M University - College Station  ,Full,80,
James Caverlee,Caverlee,James,https://scholar.google.com/citations?user=LB1dq_sAAAAJ&hl=en&oi=ao,3372,27,50,78,Texas A&M University - College Station  ,Associate,80,
Jinxiang Chai,Chai,Jinxiang,https://scholar.google.com/citations?user=OcN1_gwAAAAJ&hl=en&oi=ao,4117,29,38,76,Texas A&M University - College Station  ,Associate,80,
Yoonsuck Choe,Choe,Yoonsuck,https://scholar.google.com/citations?user=nFb_T4wAAAAJ&hl=en&oi=ao,1342,17,36,29,Texas A&M University - College Station  ,Associate,80,
Bruce Gooch,Gooch,Bruce,https://scholar.google.com/citations?user=KAgv5asAAAAJ&hl=en&oi=ao,5334,27,42,105,Texas A&M University - College Station  ,Associate,80,
Guofei Gu,Gu,Guofei,https://scholar.google.com/citations?user=SRC3O-4AAAAJ&hl=en&oi=ao,6713,37,77,145,Texas A&M University - College Station  ,Associate,80,
Thomas R. Ioerger,Ioerger,Thomas R.,https://scholar.google.com/citations?user=OfcXtoIAAAAJ&hl=en&oi=ao,8430,36,82,174,Texas A&M University - College Station  ,Associate,80,
Roozbeh Jafari,Jafari,Roozbeh,https://scholar.google.com/citations?user=ZKg1UKwAAAAJ&hl=zh-CN&oi=ao,2382,29,57,71,Texas A&M University - College Station  ,Associate,80,
Anxiao (Andrew) Jiang,Jiang,Anxiao (Andrew),NA,NaN,NaN,NaN,47,Texas A&M University - College Station  ,Associate,80,
Eun Jung Kim,Kim,Eun Jung,https://scholar.google.com/citations?user=sc9YppcAAAAJ&hl=en&oi=ao,22377,55,614,151,Texas A&M University - College Station  ,Associate,80,
Vivek Sarin,Sarin,Vivek,https://scholar.google.com/citations?user=4vLOo4wAAAAJ&hl=en&oi=ao,674,14,20,16,Texas A&M University - College Station  ,Associate,80,
Radu Stoleru,Stoleru,Radu,https://scholar.google.com/citations?user=beAeG20AAAAJ&hl=en&oi=ao,3991,21,47,91,Texas A&M University - College Station  ,Associate,80,
Sing-Hoi Sze,Sze,Sing-Hoi,https://scholar.google.com/citations?user=wwkGLrcAAAAJ&hl=en&oi=ao,2678,22,28,62,Texas A&M University - College Station  ,Associate,80,
Tiffani L. Williams,Williams,Tiffani L.,NA,NaN,NaN,NaN,19,Texas A&M University - College Station  ,Associate,80,
Xia (Ben) Hu,Hu,Xia(Ben),https://scholar.google.com/citations?user=pcCS60IAAAAJ&hl=zh-CN&oi=ao,1477,18,28,52,Texas A&M University - College Station  ,Assistant,80,
Jeff Huang,Huang,Jeff,https://scholar.google.com/citations?user=UmrxW60AAAAJ&hl=zh-CN&oi=ao,328,9,9,8,Texas A&M University - College Station  ,Assistant,80,
Ruihong Huang,Huang,Ruihong,https://scholar.google.com/citations?user=NU2aHWUAAAAJ&hl=en&oi=ao,258,10,10,17,Texas A&M University - College Station  ,Assistant,80,
Evdokia Nikolova,Nikolova,Evdokia,NA,NaN,NaN,NaN,21,Texas A&M University - College Station  ,Assistant,80,
Dylan Shell,Shell,Dylan,https://scholar.google.com/citations?user=Qt-JcygAAAAJ&hl=en&oi=ao,742,14,18,22,Texas A&M University - College Station  ,Assistant,80,
Shinjiro Sueda,Sueda,Shinjiro,https://scholar.google.com/citations?user=mBqenhsAAAAJ&hl=zh-CN&oi=ao,506,9,9,9,Texas A&M University - College Station  ,Assistant,80,
Zhangyang (Atlas) Wang,Wang,Zhangyang(Atlas),https://scholar.google.com/citations?user=pxFyKAIAAAAJ&hl=zh-CN&oi=ao,159,8,7,7,Texas A&M University - College Station  ,Assistant,80,
"Gelfond, Michael",Gelfond,Michael,https://scholar.google.com/citations?user=IcXx2DkAAAAJ&hl=en,13401,37,72,211,Texas Tech University  ,Full,81,
"Hewett, Rattikorn",Hewett,Rattikorn,NA,NaN,NaN,NaN,19,Texas Tech University  ,Full,81,
"Lopez-Benitez, Noe",Lopez-Benitez,Noe,NA,NaN,NaN,NaN,8,Texas Tech University  ,Associate,81,
